# fr_language_admin.txt - this file is for the internationalization of the astGUIclient 
# admin web pages. The associated install.pl file will take the language as an 
# argument and alter the php scripts to the language typed in the command line:
# example: ./install.pl --language=fr
# current languages in the file:
# - English - (en) no alterations
# - French - (fr) first column
***LANGUAGES***
en-English|fr-French|
VICIDIAL AD extension -<\/B> The default extension if none is present in the campaign to send calls to for VICIDIAL auto dialing. Default is '8365'|Extension de VICIDIAL AD -</B> L'extension par défaut si personne n'est présent dans la campagne qui permet de lancer des appels pour l'appel automatique de VICIDIAL. La valeur par defaut est '8365'|
Default Context -<\/B> The default dial plan context used for scripts that operate for this server. Default is 'default'|Contexte par défaut -</B> Le contexte par defaut utilisé par les scripts qui opèrent sur ce serveur. La valeur par défaut est 'default'|
User ID -<\/B> This field is where you put the VICIDIAL users ID number, can be up to 8 digits in length, Must be at least 2 characters in length|ID Utilisateur -</B> C'est ici que vous mettez le numéro ID de l'utilisateur VICIDIAL, entre 2 et 8 caractères|
Password -<\/B> This field is where you put the VICIDIAL users password. Must be at least 2 characters in length|Mot de passe -</B> Mot de passe de l'utilisateur VICIDIAL. Doit contenir au moins 2 caractères|
Full Name -<\/B> This field is where you put the VICIDIAL users full name. Must be at least 2 characters in length|Nom complet -</B> C'est dans ce champ que vous mettez le nom complet de l'utilisateur VICIDIAL. Doit contenir au moins 2 caractères|
User Level -<\/B> This menu is where you select the VICIDIAL users user level. Must be a level of 1 to log into VICIDIAL, Must be level greater than 2 to log in as a closer, Must be user level 8 or greater to get into admin web section|Niveau de l'utilisateur -</B> C'est ici que vous sélectionnez le niveau de l'utilisateur. Le niveau doit être de 1 pour pouvoir ce connecter à VICIDIAL, plus grand que 2 pour se connecter à une campagne de type Closer, doit être superieur ou égal à 8 pour accéder à la section web administrateur|
User Group -<\/B> This menu is where you select the VICIDIAL users group that this user will belong to. This does not have any restrictions at this time, this is just to subdivide users and allow for future features based upon it|Groupe d'utilisateur -</B> C'est dans ce menu que vous selectionnez le groupe utilisateur dans lequel sera cet utilisateur. Pour l'instant il n'y a pas de restriction, ce n'est que pour répartir les utilisateurs et autoriser les futures fonctions basées sur ceci|
Phone Login -<\/B> Here is where you can set a default phone login value for when the user logs into vicidial.php. This value will populate the phone_login automatically when the user logs in with their user-pass-campaign in the vicidial.php login screen|Login du téléphone -</B> C'est ici que vous mettez le login par  défaut du téléphone pour quand cette utilisateur se connecte dans vicidial.php. Le champ phone_login sera automatiquement rempli par cette valeur quand l'utilisateur se connectera avec son utilisateur-mot_de_passe_passe-campagne dans l'écran de connection vicidial.php |
Phone Pass -<\/B> Here is where you can set a default phone pass value for when the user logs into vicidial.php. This value will populate the phone_pass automatically when the user logs in with their user-pass-campaign in the vicidial.php login screen|Mot de passe du téléphone -</B> C'est ici que vous mettez le mot de passe par defaut du téléphone pour quand l'utisateur se connecte dans vicidial.php. Le champ phone_pass sera rempli automatiquement avec cette valeur quand l'utilisateur se connectera avec utilislateur-passe-campagne dans l'écran de conncetion vicidial.php|
Delete Users -<\/B> This option if set to 1 allows the user to delete other users of equal or lesser user level from the system|Effacer des utilisateurs -</B> Cette option et mise à 1 pour autoriser l'utilisateur à effacer d'autres utilisateurs qui ont un niveau inférieur ou égal depuis le système|
Delete User Groups -<\/B> This option if set to 1 allows the user to delete user groups from the system|Supprimer des groupes d'utilisateurs -</B> Cette option et mise à 1 pour autoriser l'utilisateur à effacer les groupes d'utilisateurs depuis le système|
Delete Lists -<\/B> This option if set to 1 allows the user to delete vicidial lists from the system|Supprimer des listes -</B> Cette option et mise à 1 pour autoriser l'utilisateur à effacer des listes depuis le système|
Delete Campaigns -<\/B> This option if set to 1 allows the user to delete vicidial campaigns from the system|Supprimer des campagnes -</B> Cette option et mise à 1 pour autoriser l'utilisateur à effacer des campagnes vicidial depuis le système|
Delete In-Groups -<\/B> This option if set to 1 allows the user to delete vicidial In-Groups from the system|Supprimer des In-groups -</B> Cette option et mise à 1 pour autoriser l'utilisateur à effacer des In-groups vicidial depuis le système|
Delete Remote Agents -<\/B> This option if set to 1 allows the user to delete vicidial remote agents from the system|Supprimer des agents distants -</B> Cette option et mise à 1 pour autoriser l'utilisateur à effacer des agents distants vicidial depuis le système|
Load Leads -<\/B> This option if set to 1 allows the user to load vicidial leads into the vicidial_list table by way of the web based lead loader|Charger des fiches -</B> Cette option et mise à 1 pour autoriser l'utilisateur à charger des fiches dans la table vicidial_list en utilisant le chargeur de fiches web|
Campaign Detail -<\/B> This option if set to 1 allows the user to view and modify the campaign detail screen elements|Details de la campagne-</B> Cette option et mise à 1 pour autoriser l'utilisateur à voir et modifier les éléments de l'écran de details de la campagne|
AGC Admin Access -<\/B> This option if set to 1 allows the user to login to the astGUIclient admin pages|Accès administrateur AGC -</B> Cette option et mise à 1 pour autoriser l'utilisateur à se connecter aux pages d'administration de astGUIclient|
AGC Delete Phones -<\/B> This option if set to 1 allows the user to delete phone entries in the astGUIclient admin pages|Supprimer des téléphones AGC -</B> Cette option est mise à 1 pour autoriser l'utilisateur à effacer des téléphones dans les pages d'aministration d'astGUIclient|
Delete Scripts -<\/B> This option if set to 1 allows the user to delete Campaign scripts in the script modification screen|Supprimer des scripts -</B> Cette option si elle est mise à 1 autorise l'utilisateur à supprimer des scripts de campagne dans l'écran de modification du script|
Script ID -<\/B> This is the short name of a Vicidial Script. This needs to be a unique identifier. Try not to use any spaces or punctuation for this field. max 10 characters, minimum of 2 characters|Id du script -</B> C'est le nom court d'un Script Vicidal. Il doit être unique. Ne pas utiliser d'espace ni de ponctuation pour ce champ. Doit être composé de 2 à 10 caractères|
Script Name -<\/B> This is the title of a Vicidial Script. This is a short summary of the script. max 50 characters, minimum of 2 characters. There should be no spaces or punctuation of any kind in theis field|Nom du ccript -</B> C'est le titre du script Vicidial. C'est une courte description du script. Maximum 50 caractères, minimum 2. Il ne doit pas avoir d'espace ou de ponctuation de quelque sorte dans ce champ|
Script Comments -<\/B> This is where you can place comments for a Vicidial Script such as -changed to free upgrade on Sept 23-.  max 255 characters, minimum of 2 characters|Commentaires du script  -</B> C'est ici que vous entrez un commentaire pour le script Vicidial comme -changed to free upgrade on Sept 23- Max 255 caractères , min 2 caractères|
Script Text -<\/B> This is where you place the content of a Vicidial Script. Minimum of 2 characters. You can have customer information be auto-populated in this script using --A--field--B-- where field is one of the following fieldnames: vendor_lead_code, source_id, list_id, gmt_offset_now, called_since_last_reset, phone_code, phone_number, title, first_name, middle_initial, last_name, address1, address2, address3, city, state, province, postal_code, country_code, gender, date_of_birth, alt_phone, email, security_phrase, comments. For example, this sentence would print the persons name in it----<BR><BR>  Hello, can I speak with --A--first_name--B-- --A--last_name--B-- please? Well hello --A--title--B-- --A--last_name--B-- how are you today?<BR><BR> This would read----<BR><BR>Hello, can I speak with John Doe please? Well hello Mr. Doe how are you today?|Texte du script -</B> C'est ici que vous placez le contenu du script Vicidial. Minimum 2 caractères. Vous pouvez avoir des informations sur le client insérés automatiquement dans le script en utilisant --A--field--B-- où field est un des noms de champs suivant: vendor_lead_code, source_id, list_id, gmt_offset_now, called_since_last_reset, phone_code, phone_number, title, first_name, middle_initial, last_name, address1, address2, address3, city, state, province, postal_code, country_code, gender, date_of_birth, alt_phone, email, security_phrase, comments. Par exemple, cette phrase devrait afficher le nom des personnes dans celui-ci ----<BR><BR>  Bonjour, pourais-je parler à --A--first_name--B-- --A--last_name--B-- s'il vous plait? Bonjour --A--title--B-- --A--last_name--B-- comment allez vous aujourd'hui?<BR><BR> Vous devriez alors lire----<BR><BR> Bonjour, pourais-je parler à John Doe si il vous plait? Bonjour Mr. Doe comment allez vous aujourd'hui?|
Active -<\/B> This determines whether this script can be selected to be used by a campaign|Activé -</B> Cela determine si ce script peut être selectionné pour être utilisé dans une campagne|
Campaign ID -<\/B> This is the short name of the campaign, it is not editable after initial submission, cannot contain spaces and must be between 2 and 8 characters in lengt|ID de la campagne -</B> C'est un nom court pour la campagne, il n'est pas modifiable après validation, il ne peut contenir d'espaces et doit contenir entre 2 et 8 caractères|
Campaign Name -<\/B> This is the description of the campaign, it must be between 6 and 40 characters in length|Nom de la campagne -</B> C'est la description de la campagne, elle doit contenir entre 6 et 40 caractères|
Active -<\/B> This is where you set the campaign to Active or Inactive. If Inactive, noone can log into it|Active -</B> C'est ici que vous indiquez si la campagne est active ou non. Si elle est inactive personne ne peut se connecter à cette campagne|
Park Extension -<\/B> This is where you can customize the on-hold music for VICIDIAL. Make sure the extension is in place in the extensions.conf and that it points to the filename below|Extension de mise en attente-</B> C'est ici que vous pouvez personnaliser la musique d'attente pour VICIDIAL. Assurez vous que l'extension est en place dans le fichier extension.conf et qu'elle pointe sur le fichier suivant|
Park File Name -<\/B> This is where you can customize the on-hold music for VICIDIAL. Make sure the filename is 10 characters in length or less and that the file is in place in the /var/lib/asterisk/sounds directory|Fichier de mise en attente-</B> C'est ici que vous pouvez personnaliser la musique d'attente pour VICIDIAL. Assurez vous que le nom du fichier fasse moins de 10 caractères et qu'il soit bien en place dans le répertoire /var/lib/asterisk/sounds|
