# de_language_admin.txt - this file is for the internationalization of the astGUIclient 
# admin web pages. The associated install.pl file will take the language as an 
# argument and alter the php scripts to the language typed in the command line:
# example: ./install.pl --language=de
# current languages in the file:
# - English - (en) no alterations
# - German - (de) first column
***LANGUAGES***
en-English|de-Deutsch|
VICIDIAL REMOTE AGENTS|VICIDIAL DIREKTÜBERTRAGUNG MITTEL|
INBOUND STATS|INBOUND NOTFALL|
REMOTE AGENTS ERROR - Please go back and look at the data you entered|REMOTEMITTEL-STÖRUNG - gehen Sie bitte zurück und betrachten Sie dieDaten, die Sie eingaben|
 - WAITING - |- WARTEND -|
Remote Agent inbound stats         |Inbound Notfall des Remotemittels|
Total calls taken |Gesamtanrufe genommen|
Total talk time on |Gesamtgespräch Zeit an|
Call list for |Anrufliste für|
 NO CALLS ON THIS DAY |KEIN ERSUCHT UM DIESEN TAG|
Scripts|Indexe|
Script:|Index:|
Get Call Launch|Erhalten Sie Anruf-Produkteinführung|
not used currently|nicht z.Z. verwendet|
VERSION|VERSION|
BUILD|BAU|
REPORTS|REPORTS|
USERS|BENUTZER|
CAMPAIGNS|KAMPAGNEN|
LISTS|LISTEN|
SCRIPTS|INDEXE|
FILTERS|FILTER|
IN-GROUPS|IN-GROUPS|
USER GROUPS|BENUTZER-GRUPPEN|
REMOTE AGENTS|REMOTEMITTEL|
Column|Spalte|
 PERFORMANCE|LEISTUNG|
AGENT |MITTEL|
SERVER |BEDIENER|
### END translation phrases through 1.1.11 release ###
Drop Call Seconds -<\/B> The number of seconds from the time the customer line is picked up until the call is considered a DROP, only applies to outbound calls|Sekunden zur Verbindung -</B> Anzahl der Sekunden vom Abnehmen des Kunden bis zur Erkennung als Verbindung, betrifft nur abgehende Verbindungen|
Safe Harbor Message -<\/B> If set to Y will play a message to customer after the Drop Call Seconds timeout is reached without being transferred to an agent. This setting will override sending to a voicemail box if this is set to Y|Sicherheitsnachricht -</B> Wenn auf Y gesetzt wird dem Kunden nach Ablauf der Sekunden zur Verbindung, ohne zu einem Agenten verbunden worden zu sein, eine Nachricht abgespielt. Diese Einstellung setzt die Option Senden zu einer Voicemail Box ausser Kraft, wenn diese auf Y steht|
Safe Harbor Exten -<\/B> This is the dialplan extension that the desired Safe Harbor audio file is located at on your server|Sicherheitsnebenstelle -</B> Dies ist die Wählplan Nebenstelle, wo sich die gewünschte Sicherheits-Audiodatei auf Ihrem Server befindet|
Drop Message -<\/B> If set to Y will play a message to customer after the Drop Call Seconds timeout is reached without being transferred to an agent. This setting will override sending to a voicemail box if this is set to Y|Verbindungs-Nachricht-</B> Wenn auf Y gesetzt wird dem Kunden nach Ablauf der Sekunden zur Verbindung, ohne zu einem Agenten verbunden worden zu sein, eine Nachricht abgespielt. Diese Einstellung setzt die Option Senden zu einer Voicemail Box ausser Kraft, wenn diese auf Y steht|
Drop Exten -<\/B> This is the dialplan extension that the desired Dropped call audio file is located at on your server|Verbindungs-Nebenstelle -</B> Dies ist die Wählplan-Nebenstelle, wo sich die gewünschte Audiodatei für die aufgebaute Verbindung auf Ihrem Server befindet|
Call Time ID -<\/B> This is the short name of a Vicidial Call Time Definition. This needs to be a unique identifier. Do not use any spaces or punctuation for this field. max 10 characters, minimum of 2 characters|Anrufzeit ID -</B> Dies ist der kurze Name von einer Vicidial Anrufzeit Definition. Es muss ein eindeutiger Bezeichner sein. Leerzeichen und Punkte sind in diesem Feld nicht erlaubt. Maximal 10 Zeichen, mindestens 2|
Call Time Name -<\/B> This is a more descriptive name of the Call Time Definition. This is a short summary of the Call Time definition. max 30 characters, minimum of 2 characters|Anrufzeit Name -</B> Dies ist ein besser beschreibender Name für die Anrufzeit Definition. Es ist eine kurze Zusammenfassung der Anrufzeit Definition. Maximal 30 Zeichen, mindestens 2|
Call Time Comments -<\/B> This is where you can place comments for a Vicidial Call Time Definition such as -10am to 4pm with extra call state restrictions-.  max 255 characters|Anrufzeit Kommentare -</B> Hier können Sie Kommentare für eine Vicidial Anrufzeit Definition wie -10 bis 14 Uhr mit eigenen Beschränkungen für das angerufene Land- machen. Maximal 255 Zeichen|
Default Start and Stop Times -<\/B> This is the default time that calling will be allowed to be started or stopped within this call time definition if the day-of-the-week start time is not defined. 0 is midnight. To prevent calling completely set this field to 2400 and set the Default Stop time to 2400. To allow calling 24 hours a day set the start time to 0 and the stop time to 2400|Standard Start and Stop Zeiten -</B> Dies ist die Standardzeit, zu der Anrufe innerhalb der Anrufzeitdefinition gestartet oder gestoppt werden dürfen, wenn die Wochentag Startzeit nicht definiert ist. 0 ist Mitternacht. Um Anrufe komplett zu verhindern den Wert auf 2400 und die Standard Stopzeit ebenfalls auf 2400 setzen. Um Anrufe für 24 Stunden am Tag zu erlauben die Startzeit auf 0 und die Stopzeit auf 2400 setzen|
Weekday Start and Stop Times -<\/B> These are the custom times per day that can be set for the call time definition. same rules apply as with the Default start and stop times|Wochentag Start and Stop Zeit -</B> Dies sind die speziellen Zeiten pro Tag, welche für die Anrufzeit Definition gesetzt werden können. Es gelten die selben Regeln wie für Start und Stop Zeiten|
State Call Time Definitions -<\/B> This is the list of State specific call time definitions that are followed in this Call Time Definition|Land Anrufzeit Definition -</B> Dies ist die Liste der landspezifischen Anrufzeit Definitionen, die von dieser Anrufzeit Definition beachtet werden|
State Call Time State -<\/B> This is the two letter code for the state that this calling time definition is for. For this to be in effect the local call time that is set in the campaign must have this state call time record in it as well as all of the leads having two letter state codes in them|Landesspezifische Anrufzeit Definition -</B> Dies ist der zwei Buchstaben Code für das Land, für das die Anrufzeit Definition gilt. Damit diese ausgeführt wird muss die in der Kampagne gesetzte lokale Anrufzeit diese landesspezifische Anrufzeit Aufzeichnung enthalten, genauso wie alle anzurufenden Anschlüsse den landesspezifischen zwei Buchstaben Code enthalten müssen |
Delete Call Times -<\/B> This option allows the user to be able to delete vicidial call times records and vicidial state call times records from the system|Löschen Anrufzeiten -</B> Diese Option erlaubt dem Nutzer die Vicidial Anrufzeiten Aufzeichnungen und Vicidial Status Anrufzeiten Aufzeichnungen vom System zu löschen|
Modify Call Times -<\/B> This option allows the user to view and modify the call times and state call times records. A user doesn't need this option enabled if they only need to change the call times option on the campaigns screen|Ändere Anrufzeiten -</B> Diese Option erlaubt dem Nutzer das Ansehen und Ändern der Anrufzeiten und Status Anrufzeiten Aufzeichnungen. Ein Nutzer braucht diese Option nicht aktiviert, wenn er nur die Anrufzeit Option auf der Kampagnen-Sicht ändern können muss|
Wrapup Seconds -<\/B> The number of seconds to force an agent to wait before allowing them to receive or dial another call. The timer begins as soon as an agent hangs up on their customer - or in the case of alternate number dialing when the agent finishes the lead - Default is 0 seconds. If the timer runs out before the agent has dispositioned the call, the agent still will NOT move on to the next call until they select a disposition|Sekunden Nachbereitung -</B> Anzahl der Sekunden, die ein Agent bis zum nächsten erhaltenen Anruf oder Wählen eines anderen Anrufs warten muss. Die Zeit beginnt, sobald ein Agent bei seinem Kunden aufgelegt hat - oder im Fall der alternativen Nummernwahl, wenn ein Agent das Telefonat beendet - Standard ist 0 Sekunden. Wenn die Zeit abgelaufen ist bevor der Agent den Anruf eingeordnet hat, wird der Agent dennoch nicht zum nächsten Anruf kommen, bevor er eine Einteilung gewählt hat|
Wrapup Message -<\/B> This is a campaign-specific message to be displayed on the wrapup screen if wrapup seconds is set|Nachbereitungsnachricht -</B> Dies ist eine Kampagnen-spezifische Nachricht, die bei gesetzten Sekunden Nachbereitung auf dem Nachbereitungsbildschirm angezeigt wird|
You are not authorized to view this page. Please go back|Sie haben nicht die Rechte, um diese Seite anzusehen. Bitte zurück gehen|
Day and time options will appear once you have created the Call Time Definition|Datums und Zeitoptionen erscheinen, wenn die Anrufzeitdefinition angelegt wurde|
State Call Time ID, name and state must be at least 2 characters in length|Landesspezifische Anrufzeit ID, Name und Land müssen mindestens 2 Zeichen Länge haben|
Call Time ID and name must be at least 2 characters in length|Anrufzeit ID und Name müssen mindestens 2 Zeichen Länge haben|
Active State Call Time Definitions for this Record|Aktive landesspezifische Anrufzeit Definitionen für diese Aufnahme|
there is already a call time entry with this ID|Es existiert bereits ein Anrufzeiteintrag mit dieser ID|
CALL TIMES USING THIS STATE CALL TIME|Anrufzeiten, die diese landesspezifische Anrufzeit benutzen|
STATE CALL TIME DEFINITION NOT ADDED|Landesspezifische Anrufzeitdefinition nicht hinzugefügt|
DELETE THIS STATE CALL TIME DEFINITION|Diese landesspezifische Anrufzeitdefinition löschen|
Modify Call Time State Definitions List|Bearbeite Anrufzeit Landdefinitions-Liste|
CALL TIME DEFINITION NOT ADDED|Anrufzeit Definition nicht hinzugefügt|
DELETE THIS CALL TIME DEFINITION|Lösche diese Anrufzeit Definition|
short description of the call time|Kurze Beschreibung der Anrufzeit|
CAMPAIGNS USING THIS CALL TIME|Kampagnen, die diese Anrufzeit nutzen|
STATE CALL TIME NOT MODIFIED|Landesspezifische Anrufzeit nicht geändert|
CALL TIME NOT MODIFIED|Anrufzeit nicht geändert|
STATE CALL TIME MODIFIED|Landesspezifische Anrufzeit geändert|
CALL TIME MODIFIED|Anrufzeit geändert|
Default Start:|Standard Start|
Default Stop:|Standard Stop|
Sunday Start:|Sonntag Start|
Sunday Stop:|Sonntag Stop|
Monday Start:|Montag Start|
Monday Stop:|Montag Stop|
Tuesday Start:|Dienstag Start|
Tuesday Stop:|Dienstag Stop|
Wednesday Start:|Mittwoch Start|
Wednesday Stop:|Mittwoch Stop|
Thursday Start:|Donnerstag Start|
Thursday Stop:|Donnerstag Stop|
Friday Start:|Freitag Start|
Friday Stop:|Freitag Stop|
Saturday Start:|Sonnabend Start|
Saturday Stop:|Sonnabend Stop|
State Rule Added|Landesrichtlinie hinzugefügt|
State Rule Removed|Landesrichlinie gelöscht|
STATE CALL TIME LISTINGS|Liste der landesspezifische Anrufzeiten|
CALL TIME LISTINGS|Anrufzeiten Liste|
STATE CALL TIME ADDED|landesspezifische Anrufzeiten hinzugefügt|
CALL TIME ADDED|Anrufzeit hinzugefügt|
Drop Call Seconds|Verbindungsaufbau Sekunden|
Use Safe Harbor Message|Benutze Sicherheitsnachricht|
Safe Harbor Exten|Sicherheitsnebenstelle|
Use Drop Message|Benutze Verbindungsaufbaunachricht|
Drop Exten|Verbindungsaufbaunebenstelle|
SIP Listen Version|Höre auf SIP Version|
Add New Call Time|Füge neue Anrufzeit hinzu|
Add New State Call Time|Füge neue landesspezifische Anrufzeit hinzu|
New Call Time Addition|Neue Anrufzeit hinzufügen|
New State Call Time Addition|Neue landesspezifische Anrufzeit hinzufügen|
Modify Call Time|Bearbeite Anrufzeit|
MODIFY A CALL TIME|Bearbeite eine Anrufzeit|
Modify State Call Time|Bearbeite landesspezifische Anrufzeit|
MODIFY A STATE CALL TIME|Bearbeite eine landesspezifische Anrufzeit|
Delete Call Time|Lösche Anrufzeit|
Delete State Call Time|Lösche landesspezifische Anrufzeit|
State Call Times|Landesspezische Anrufzeiten|
State Call Time ID|Landesspezifische Anrufzeiten ID|
State Call Time Name|Landesspezifischer Anrufzeiten Name|
State Call Time Comments|Landesspezifischer Anrufzeiten Kommentar|
STATE CALL TIME NOT DELETED|Landesspezifische Anrufzeit nicht gelöscht|
CALL TIME DELETION COMPLETED|Löschen der Anrufzeiten beendet|
STATE CALL TIME DELETION COMPLETED|Löschen der landesspezifischen Anrufzeit beendet|
CALL TIME NOT DELETED|Anrufzeit nicht gelöscht|
Call Time ID must be at least 2 characters in length|Anrufzeit ID muss mindestens 2 Zeichen lang sein|
STATE CALL TIME DELETION CONFIRMATION|Löschen der landesspezifischen Anrufzeit bestätigen|
CALL TIME DELETION CONFIRMATION|Löschen der Anrufzeit bestätigen|
Call Times|Anrufzeiten|
CALL TIMES|Anrufzeiten|
SHOW CALL TIMES|Zeige Anrufzeiten|
ADD NEW CALL TIME|Hinzufügen neuer Anrufzeiten|
SHOW STATE CALL TIMES|Zeige landesspezifische Anrufzeiten|
ADD NEW STATE CALL TIME|Hinzufügen neuer landesspezifischer Anrufzeiten|
Call Time ID|Anrufzeit ID|
Call Time Name|Anrufzeit Name|
Call Time Comments|Anrufzeit Kommentare|
short description of the call time|Kurze Beschreibung der Anrufzeiten|
HIDE|Verberge|
SHOW|Zeige|
Show Dialable Leads Count|Zeige Anzahl anrufbarer Anschlüsse|
Dialable Lead Count|Anzahl anrufbarer Anschlüsse|
TEST ON CAMPAIGN|Testen der Kampagne|
Wrapup Seconds:|Nachbereitung Sekunden|
Wrapup Message:|Nachbereitung Nachricht|
Alt Number Dialing|Alternative Nummer wählen|
no active lists selected for this campaign|Keine aktiven Listen für diese Kampagne gewählt|
Realtime Screen|Echtzeit Bildschirm|
Allowable Inbound Groups -<\/B> For CLOSER campaigns only. Here is where you select the inbound groups you want agents in this CLOSER campaign to be able to take calls from. It is important for BLENDED inbound-outbound campaigns only to select the inbound groups that are used for agents in this campaign. The calls coming into the inbound groups selected here will be counted as active calls for a blended campaign even if all agents in the campaign are not logged in to receive calls from all of those selected inbound groups|Zulässige Inbound Gruppen -</B> Für nur GENAUERE Kampagnen. Ist hier, wo Sie die inbound Gruppen vorwählen, die Sie Vertreter in dieser GENAUEREN Kampagne in der LageSEIN wünschen, Anrufe von zu nehmen. Es ist wichtig für GEMISCHTE inbound-inbound-outbound Kampagnen, die inbound Gruppen nur vorzuwählen, die für Mittel in dieser Kampagne verwendet werden. Die Anrufe, die in die inbound Gruppen hier vorgewählt werden kommen, werden als aktive Anrufe für eine gemischte Kampagne gegolten, selbst wenn alle Mittel in der Kampagne nicht innen geloggt werden, um Anrufe von allen jene vorgewählten inbound Gruppen zu empfangen|
Allowed Inbound Groups|Gewährte Inbound Gruppen|
ADD NUMBER TO DNC|FÜGEN SIE ZAHL DNC HINZU|
ADD A NUMBER TO THE DNC LIST|FÜGEN Sie Eine ZAHL Der DNC LISTE Hinzu|
Add New DNC|Addieren Sie Neues DNC|
Phone Number|Telefonnummer|
VICIDIAL DNC List -<\/B> This Do Not Call list contains every lead that has been set to a status of DNC in the system. Through the LISTS - ADD NUMBER TO DNC page you are able to manually add a number to this list so that it will not be called by campaigns that use the internal DNC list|VICIDIAL DNC Liste -</B> Dieses benennen nicht Liste enthält jedeLeitung, die auf einen Status von DNC im System eingestellt wordenist. Durch die LISTEN - FÜGEN Sie ZAHL DNC Seite hinzu, die Sie inder LageSIND, eine Zahl dieser Liste manuell hinzuzufügen, damit sienicht durch Kampagnen benannt wird, die die interne DNC Listebenutzen|
DNC NOT ADDED - This phone number is already in the Do Not Call List|DNC NICHT ADDIERT - diese Telefonnummer ist bereits in benennen nichtListe|
DNC ADDED|DNC FÜGTE HINZU|
Use Internal DNC List -<\/B> This defines whether this campaign is to filter leads against the Internal DNC list. If it is set to Y, the hopper will look for each phone number in the DNC list before placing it in the hopper. If it is in the DNC list then it will change that lead status to DNCL so it cannot be dialed. Default is N|Interne DNC Liste des Gebrauch-</B>- definiert dieses, ob dieseKampagne Leitungen gegen die interne DNC Liste filtern soll. Wenn esauf Y eingestellt wird, sucht der Zufuhrbehälter nach jederTelefonnummer in der DNC Liste, bevor er sie in den Zufuhrbehälterlegt. Wenn er in der DNC Liste ist, dann, das sie dieses führt Statuszu DNCL also ändert, kann sie nicht gewählt werden. Rückstellungist N|
Use Internal DNC List|Benutzen Sie Interne DNC Liste|
Campaign CallerID -<\/B> This field allows for the sending of a custom callerid number on the outbound calls. This is the number that would show up on the callerid of the person you are calling. The default is UNKNOWN. If you are using T1 or E1s to dial out this option is only available if you are using PRIs - ISDN T1s or E1s - that have the custom callerid feature turned on, this will not work with Robbed-bit service(RBS) circuits. This will also work through most VOIP(SIP or IAX trunks) providers that allow dynamic outbound callerID. The custom callerID only applies to calls placed for the VICIDIAL campaign directly, any 3rd party calls or transfers will not send the custom callerID. NOTE: Sometimes putting UNKNOWN or PRIVATE in the field will yield the sending of your default callerID number by your carrier with the calls. You may want to test this and put 0000000000 in the callerid field instead if you do not want to send you CallerID|Kampagne CallerID -</B> Dieses fangen zuläßt das Sendeneiner kundenspezifischen callerid Zahl bei den outbound Anrufen auf.Dieses ist die Zahl, die oben auf dem callerid der Person darstellenwürde, die, Sie anrufen. Die Rückstellung ist UNBEKANNT. Wenn Sie T1benutzen, oder Eß, zum dieser Wahl heraus zu wählen nur vorhandenist, wenn Sie PRIs verwenden - ISDN Tß oder Eß - die diekundenspezifische callerid Eigenschaft haben, die eingeschaltet wird,arbeitet dieses nicht mit Berauben-Spitze service(RBS) Stromkreisen.Dieses arbeitet auch durch die meisten VOIP(SIP oder IAX Stämme)Versorger, die dynamisches outbound callerID erlauben. Daskundenspezifische callerID trifft nur auf die Anrufe zu, die direktfür die VICIDIAL Kampagne gesetzt werden, benennt jede mögliche 3.Partei, oder Übertragungen senden nicht das kundenspezifischecallerID. ANMERKUNG: UNBEKANNT oder PRIVAT in auffangen manchmalsich setzen erbringt das Senden Ihrer Rückstellung callerID Zahldurch Ihre Fördermaschine mit den Anrufen. Sie können dieses prüfenwünschen und fangen 0000000000 in das callerid sich zusetzen anstatt auf, wenn Sie nicht Ihnen CallerID schicken möchten|
Login -<\/B> The login used for the phone user to login to the client applications|LOGON -</B> Der LOGON gewöhnt ge$$$WESEN für den Telefonbenutzer anLOGON zu den Klient Anwendungen|
Password -<\/B>  The password used for the phone user to login to the client applications|Kennwort -</B> Das Kennwort gewöhnt ge$$$WESEN für denTelefonbenutzer an LOGON zu den Klient Anwendungen|
New Campaign Lead Recycle Addition|Neue Kampagne Leitung Bereiten Hinzufügung Auf|
Modify Campaign Lead Recycle|Ändern Sie Kampagne Leitung Aufbereiten|
Through the use of lead recycling, you can call specific statuses of leads again at a specified interval without resetting the entire list. Lead recycling is campaign-specific and does not have to be a selected dialable status in your campaign. The attempt delay field is the number of seconds until the lead can be placed back in the hopper, this number must be at least 120 seconds. The attempt maximum field is the maximum number of times that a lead of this status can be attempted before the list needs to be reset, this number can be from 1 to 10. You can activate and deactivate a lead recycle entry with the provided links. This feature only works in auto-dial mode, where dial level is greater than 0|Durch den Gebrauch von Leitung aufbereitend, können Sie spezifischeStatus der Leitungen in einem spezifizierten Abstand wieder benennen,ohne die gesamte Liste zurückzustellen. Die Leitung Wiederverwertungist Kampagne-spezifisch und muß nicht ein vorgewählter dialableStatus in Ihrer Kampagne sein. Der Versuch verzögertauffangen ist die Zahl Sekunden, bis die Leitung in denZufuhrbehälter zurück gelegt sein kann, diese Zahl muß mindestens120 Sekunden sein. Das Versuch Maximum fangen ist dieHöchstzahl der Zeiten auf, die eine Leitung dieses Status versuchtwerden kann, bevor die Liste zurückgestellt werden muß, diese Zahlkann von 1 bis 10 sein. Sie können aktivieren und eine Leitung zuentaktivieren bereiten Sie Eintragung mit den zur Verfügunggestellten Verbindungen auf. Diese Eigenschaft arbeitet nur imAutomobil-Vorwahlknopf Modus, in dem Vorwahlknopfniveau grösser als 0ist|
CAMPAIGN LEAD RECYCLE NOT ADDED - there is already a lead-recycle for this campaign with this status|KAMPAGNE LEITUNG BEREITEN NICHT HINZUGEFÜGT auf - es gibt bereitseine Führenwiederverwertung für diese Kampagne mit diesem Status|
CAMPAIGN LEAD RECYCLE NOT ADDED - Please go back and look at the data you entered|KAMPAGNE LEITUNG BEREITEN NICHT HINZUGEFÜGT auf - gehen Sie bittezurück und betrachten Sie die Daten, die Sie eingaben|
status must be between 1 and 6 characters in length|Status muß zwischen 1 und 6 Buchstaben lang sein|
attempt delay must be at least 120 seconds|Versuch verzögert muß mindestens 120 Sekunden sein|
maximum attempts must be from 1 to 10|maximale Versuche müssen von 1 bis 10 sein|
CAMPAIGN LEAD RECYCLE ADDED|KAMPAGNE LEITUNG BEREITEN HINZUGEFÜGT AUF|
CAMPAIGN LEAD RECYCLE NOT DELETED|KAMPAGNE LEITUNG BEREITEN NICHT GELÖSCHT AUF|
CAMPAIGN LEAD RECYCLE DELETED|KAMPAGNE LEITUNG BEREITEN GELÖSCHT AUF|
Delete Lead Recycle|Löschung-Leitung Bereiten Auf|
LEAD RECYCLING WITHIN THIS CAMPAIGN|LEITUNG, DIE INNERHALB DIESER KAMPAGNE AUFBEREITET|
ATTEMPT DELAY|VERSUCH VERZÖGERT|
ATTEMPT MAXIMUM|VERSUCH MAXIMUM|
ADD NEW CAMPAIGN LEAD RECYCLE|ADDIEREN SIE NEUE KAMPAGNE LEITUNG AUFBEREITEN|
Attempt Delay|Versuch Verzögert|
Attempt Maximum|Versuch Maximum|
If you want to allow Consultative Transfers, a fronter to a closer, you can place CXFER as one of the number-to-dial presets and the proper dialstring will be sent to do a Local Consultative Transfer, then the agent can just LEAVE-3WAY-CALL and move on to their next call. If you want to allow Blind transfers of customers to a VICIDIAL AGI script for logging or an IVR, then place AXFER in the number-to-dial field. You can also specify an custom extension after the AXFER or CXFER, for instance if you want to do Internal Consultative transfers instead of Local you would put CXFER90009 in the number-to-dial field|Wenn Sie beratende Übertragungen erlauben möchten, ein fronter zueinem genauerem, können Sie CXFER setzen, da eins derZahl-zu-Vorwahlknopf Voreinstellungen und des korrekten Dialstringsgesendet wird, um eine lokale beratende Übertragung, dann dieMitteldose gerechtes LEAVE-3WAY-CALL und Bewegung an zu tun zu ihremfolgenden Anruf. Wenn Sie blinde Übertragungen der Kunden auf einenVICIDIAL AGI Index für die Protokollierung oder ein IVR erlaubenmöchten, legen Sie dann AXFER in den Zahl-zu-Vorwahlknopfauffangen. Sie können eine kundenspezifische Verlängerungnach dem AXFER oder dem CXFER auch spezifizieren, zum Beispiel wennSie interne beratende Übertragungen anstelle vom Einheimischen tunmöchten, würden Sie CXFER90009 in den Zahl-zu-Vorwahlknopfauffangen einsetzen|
System Performance -<\/B> Setting this option to Y will enable logging of system performance stats for the server machine including system load, system processes and Asterisk channels in use. Default is N|System Leistung -</B> die Einstellung dieser Wahl auf Y ermöglicht derProtokollierung von System Leistung Notfall für die Bedienermaschineeinschließlich Anlagen-Belastung, System Prozesse undSternchenführungen im Gebrauch. Rückstellung ist N|
Server Logs -<\/B> Setting this option to Y will enable logging of all VICIDIAL related scripts to their text log files. Setting this to N will stop writing logs to files for these processes, also the screen logging of asterisk will be disabled if this is set to N when Asterisk is started. Default is Y|Bediener-Maschinenbordbücher -</B> die Einstellung dieser Wahl auf Yermöglicht der Protokollierung aller VICIDIAL bezogenen Indexe zuihren Textmaschinenbordbuchakten. Die Einstellung dieses auf N stopptSchreiben Maschinenbordbücher zu den Akten für diese Prozesse, auchdie Schirmprotokollierung des Sternchens ist untauglich, wenn diesesauf N eingestellt wird, wenn Sternchen begonnen wird. Rückstellungist Y|
AGI Output -<\/B> Setting this option to NONE will disable output from all VICIDIAL related AGI scripts. Setting this to STDERR will send the AGI output to the Asterisk CLI. Setting this to FILE will send the output to a file in the logs directory. Setting this to BOTH will send output to both the Asterisk CLI and a log file. Default is FILE|AGI ausgegeben -</B> die Einstellung dieser Wahl auf KEINE sperrt Ausgangvon allen VICIDIAL bezogenen AGI Indexen. Die Einstellung dieses aufSTDERR schickt das AGI, das zum Sternchen CLI ausgegeben wird. DieEinstellung dieses auf AKTE schickt den Ausgang zu einer Akte imMaschinenbordbuchverzeichnis. Die Einstellung dieses auf BEIDE schicktAusgang zum Sternchen CLI und zu einer Maschinenbordbuchakte.Rückstellung ist AKTE|
Recording Delay -<\/B> For ALLCALLS and ALLFORCE recording only. This setting will delay the starting of the recording on all calls for the number of seconds specified in this field. Default is 0|Das Notieren verzögert -</B> für ALLCALLS und ALLFORCE nur Aufnahme.Dieser Einstellung Wille verzögert das Beginnen der Aufnahme beiallen Anrufen für die Zahl den Sekunden, die diesbezüglichspezifiziert werden, auffangen. Rückstellung ist 0|
Omit Phone Code -<\/B> This field allows you to leave out the phone_code field while dialing within VICIDIAL. For instance if you are dialing in the UK from the UK you would have 44 in as your phone_code field for all leads, but you just want to dial 10 digits in your dialplan extensions.conf to place calls instead of 44 then 10 digits. Default is N|Lassen Sie Telefon-Code aus -</B> dieses fangen erlaubt Ihnen,das phone_code auszulassen auffangen beim Wählen innerhalbVICIDIAL auf. Zum Beispiel wenn Sie in Großbritannien vonGroßbritannien wählen, würden Sie 44 innen haben, wie Ihrphone_code für alle Leitungen auffangen, aber Sie gerade 10Stellen in Ihrem dialplan extensions.conf wählen möchten, um Anrufeanstelle von 44 dann 10 Stellen zu setzen. Rückstellung ist N|
Campaign Recording -<\/B> This menu allows you to choose what level of recording is allowed on this campaign. NEVER will disable recording on the client. ONDEMAND is the default and allows the agent to start and stop recording as needed. ALLCALLS will start recording on the client whenever a call is sent to an agent. ALLFORCE will start recording on the client whenever a call is sent to an agent giving the agent no option to stop recording. For ALLCALLS and ALLFORCE there is an option to use the Recording Delay to cut down on very short recordings and recude system load|Kampagne Aufnahme -</B> dieses Menü erlaubt Ihnen, zu wählen, welchesNiveau der Aufnahme auf dieser Kampagne erlaubt wird. NIE sperrtAufnahme auf dem Klienten. ONDEMAND ist die Rückstellung und erlaubtdem Vertreter zu notieren zu beginnen und, zu stoppen, wie gebraucht.ALLCALLS beginnt Aufnahme auf dem Klienten, wann immer ein Anruf zueinem Mittel geschickt wird. ALLFORCE beginnt Aufnahme auf demKlienten, wann immer ein Anruf zu einem Mittel geschickt wird, das demMittel keine Wahl gibt, um zu notieren zu stoppen. Für ALLCALLS undALLFORCE gibt es eine Wahl, zum der Aufnahme zu benutzen verzögert,um unten auf sehr kurze Aufnahmen und recude Anlagen-Belastung zuschneiden|
Dial Method -<\/B> This field is the way to define how dialing is to take place. If MANUAL then the auto_dial_level will be locked at 0 unless Dial Method is changed. If RATIO then the normal dialing a number of lines for Active agents. ADAPT_HARD_LIMIT will dial predictively up to the dropped percentage and then not allow aggressive dialing once the drop limit is reached until the percentage goes down again. ADAPT_TAPERED allows for running over the dropped percentage in the first half of the shift -as defined by call_time selected for campaign- and gets more strict as the shift goes on. ADAPT_AVERAGE tries to maintain an average or the dropped percentage not imposing hard limits as aggressively as the other two methods. You cannot change the Auto Dial Level if you are in any of the ADAPT dial methods. Only the Dialer can change the dial level when in predictive dialing mode|Vorwahlknopf-Methode -</B> Dieses fangen ist die Weise, wie auf das Wählen zu definieren, stattfinden soll. Wenn HANDBUCH dann das auto_dial_level bei 0 verschlossen ist, es sei denn Vorwahlknopf-Methode geändert wird. Wenn VERHÄLTNIS dann der Normal, der eine Zeilenzahl für aktive Mittel wählt. ADAPT_HARD_LIMIT wählt predictively bis zum fallengelassenen Prozentsatz und dann erlaubt nicht das konkurrenzfähige Wählen, sobald die Tropfenbegrenzung erreicht wird, bis der Prozentsatz unten wieder geht. ADAPT_TAPERED läßt laufenden Überschuß den fallengelassenen Prozentsatz zur Hälfte erste der Verschiebung zu - wie durch das call_time definiert, das für Kampagne vorgewählt wird und erhält strenger, während die Verschiebung weitergeht. ADAPT_AVERAGE versucht, einen Durchschnitt oder den fallengelassenen Prozentsatz beizubehalten so, die konkurrenzfähig harte Begrenzungen nicht wie die anderen zwei Methoden auferlegen. Sie können nicht das Selbstvorwahlknopf-Niveau ändern, wenn Sie in irgendwelchen der ANPASSENVORWAHLKNOPFMETHODEN sind. Nur der Dialer kann das Vorwahlknopfniveau ändern wenn im vorbestimmten wählenden Modus|
Available Only Tally -<\/B> This field if set to Y will leave out INCALL and QUEUE status agents when calculating the number of calls to dial when not in MANUAL dial mode. Default is N|Vorhandenes nur Tally -</B> dieses fangen auf, wenn Satz zu YINCALL und WARTESCHLANGE Statusmittel ausläßt, wenn er die ZahlAnrufen zum Vorwahlknopf wenn nicht in MANUELLEN Vorwahlknopfmoduserrechnet. Rückstellung ist N|
